cefrLevel,unitId,unitFocus,lessonId,lessonTitle,keyword,definition,definitionSource,gradedExampleSentence,exampleSource,imageBrief,generationBrief,generatedImage,imageState,reviewStatus,permanentAssetReference
"B1","b1d08","local article, reader comment, community proposal → give an opinion with reasons","b1d08l5","Writing, Portfolio Evidence & Review: Local News and Everyday Opinions","in my view","in my view helps me understand or explain a main idea in local article, reader comment, community proposal → give an opinion with reasons. I can use it with reasons, sequence, or a short explanation.","TEMPLATE_CEFR_STYLE","I used ""in my view"" to explain what happened and what I need to do next in local article, reader comment, community proposal → give an opinion with reasons.","TEMPLATE_CEFR_STYLE","Show in my view clearly in a local article, reader comment, community proposal → give an opinion with reasons situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: in my view in local article, reader comment, community proposal → give an opinion with reasons; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B1","b1d08","local article, reader comment, community proposal → give an opinion with reasons","b1d08l5","Writing, Portfolio Evidence & Review: Local News and Everyday Opinions","for example","for example helps me understand or explain a main idea in local article, reader comment, community proposal → give an opinion with reasons. I can use it with reasons, sequence, or a short explanation.","TEMPLATE_CEFR_STYLE","I used ""for example"" to explain what happened and what I need to do next in local article, reader comment, community proposal → give an opinion with reasons.","TEMPLATE_CEFR_STYLE","Show for example clearly in a local article, reader comment, community proposal → give an opinion with reasons situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: for example in local article, reader comment, community proposal → give an opinion with reasons; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B1","b1d08","local article, reader comment, community proposal → give an opinion with reasons","b1d08l5","Writing, Portfolio Evidence & Review: Local News and Everyday Opinions","on the other hand","on the other hand helps me understand or explain a main idea in local article, reader comment, community proposal → give an opinion with reasons. I can use it with reasons, sequence, or a short explanation.","TEMPLATE_CEFR_STYLE","I used ""on the other hand"" to explain what happened and what I need to do next in local article, reader comment, community proposal → give an opinion with reasons.","TEMPLATE_CEFR_STYLE","Show on the other hand clearly in a local article, reader comment, community proposal → give an opinion with reasons situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: on the other hand in local article, reader comment, community proposal → give an opinion with reasons; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B1","b1d08","local article, reader comment, community proposal → give an opinion with reasons","b1d08l5","Writing, Portfolio Evidence & Review: Local News and Everyday Opinions","recommend","recommend helps me understand or explain a main idea in local article, reader comment, community proposal → give an opinion with reasons. I can use it with reasons, sequence, or a short explanation.","TEMPLATE_CEFR_STYLE","I used ""recommend"" to explain what happened and what I need to do next in local article, reader comment, community proposal → give an opinion with reasons.","TEMPLATE_CEFR_STYLE","Show recommend clearly in a local article, reader comment, community proposal → give an opinion with reasons situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: recommend in local article, reader comment, community proposal → give an opinion with reasons; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B1","b1d08","local article, reader comment, community proposal → give an opinion with reasons","b1d08l5","Writing, Portfolio Evidence & Review: Local News and Everyday Opinions","proposal","proposal helps me understand or explain a main idea in local article, reader comment, community proposal → give an opinion with reasons. I can use it with reasons, sequence, or a short explanation.","TEMPLATE_CEFR_STYLE","I used ""proposal"" to explain what happened and what I need to do next in local article, reader comment, community proposal → give an opinion with reasons.","TEMPLATE_CEFR_STYLE","Show proposal clearly in a local article, reader comment, community proposal → give an opinion with reasons situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: proposal in local article, reader comment, community proposal → give an opinion with reasons; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B1","b1d08","local article, reader comment, community proposal → give an opinion with reasons","b1d08l5","Writing, Portfolio Evidence & Review: Local News and Everyday Opinions","resident","resident helps me understand or explain a main idea in local article, reader comment, community proposal → give an opinion with reasons. I can use it with reasons, sequence, or a short explanation.","TEMPLATE_CEFR_STYLE","I used ""resident"" to explain what happened and what I need to do next in local article, reader comment, community proposal → give an opinion with reasons.","TEMPLATE_CEFR_STYLE","Show resident clearly in a local article, reader comment, community proposal → give an opinion with reasons situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: resident in local article, reader comment, community proposal → give an opinion with reasons; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B1","b1d08","local article, reader comment, community proposal → give an opinion with reasons","b1d08l5","Writing, Portfolio Evidence & Review: Local News and Everyday Opinions","traffic","traffic helps me understand or explain a main idea in local article, reader comment, community proposal → give an opinion with reasons. I can use it with reasons, sequence, or a short explanation.","TEMPLATE_CEFR_STYLE","I used ""traffic"" to explain what happened and what I need to do next in local article, reader comment, community proposal → give an opinion with reasons.","TEMPLATE_CEFR_STYLE","Show traffic clearly in a local article, reader comment, community proposal → give an opinion with reasons situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: traffic in local article, reader comment, community proposal → give an opinion with reasons; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B1","b1d08","local article, reader comment, community proposal → give an opinion with reasons","b1d08l5","Writing, Portfolio Evidence & Review: Local News and Everyday Opinions","green space","green space helps me understand or explain a main idea in local article, reader comment, community proposal → give an opinion with reasons. I can use it with reasons, sequence, or a short explanation.","TEMPLATE_CEFR_STYLE","I used ""green space"" to explain what happened and what I need to do next in local article, reader comment, community proposal → give an opinion with reasons.","TEMPLATE_CEFR_STYLE","Show green space clearly in a local article, reader comment, community proposal → give an opinion with reasons situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: green space in local article, reader comment, community proposal → give an opinion with reasons; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B1","b1d08","local article, reader comment, community proposal → give an opinion with reasons","b1d08l5","Writing, Portfolio Evidence & Review: Local News and Everyday Opinions","consultation","consultation helps me understand or explain a main idea in local article, reader comment, community proposal → give an opinion with reasons. I can use it with reasons, sequence, or a short explanation.","TEMPLATE_CEFR_STYLE","I used ""consultation"" to explain what happened and what I need to do next in local article, reader comment, community proposal → give an opinion with reasons.","TEMPLATE_CEFR_STYLE","Show consultation clearly in a local article, reader comment, community proposal → give an opinion with reasons situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: consultation in local article, reader comment, community proposal → give an opinion with reasons; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B1","b1d08","local article, reader comment, community proposal → give an opinion with reasons","b1d08l5","Writing, Portfolio Evidence & Review: Local News and Everyday Opinions","evidence","evidence helps me understand or explain a main idea in local article, reader comment, community proposal → give an opinion with reasons. I can use it with reasons, sequence, or a short explanation.","TEMPLATE_CEFR_STYLE","I used ""evidence"" to explain what happened and what I need to do next in local article, reader comment, community proposal → give an opinion with reasons.","TEMPLATE_CEFR_STYLE","Show evidence clearly in a local article, reader comment, community proposal → give an opinion with reasons situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: evidence in local article, reader comment, community proposal → give an opinion with reasons; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B1","b1d08","local article, reader comment, community proposal → give an opinion with reasons","b1d08l5","Writing, Portfolio Evidence & Review: Local News and Everyday Opinions","benefit","benefit helps me understand or explain a main idea in local article, reader comment, community proposal → give an opinion with reasons. I can use it with reasons, sequence, or a short explanation.","TEMPLATE_CEFR_STYLE","I used ""benefit"" to explain what happened and what I need to do next in local article, reader comment, community proposal → give an opinion with reasons.","TEMPLATE_CEFR_STYLE","Show benefit clearly in a local article, reader comment, community proposal → give an opinion with reasons situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: benefit in local article, reader comment, community proposal → give an opinion with reasons; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B1","b1d08","local article, reader comment, community proposal → give an opinion with reasons","b1d08l5","Writing, Portfolio Evidence & Review: Local News and Everyday Opinions","concern","concern helps me understand or explain a main idea in local article, reader comment, community proposal → give an opinion with reasons. I can use it with reasons, sequence, or a short explanation.","TEMPLATE_CEFR_STYLE","I used ""concern"" to explain what happened and what I need to do next in local article, reader comment, community proposal → give an opinion with reasons.","TEMPLATE_CEFR_STYLE","Show concern clearly in a local article, reader comment, community proposal → give an opinion with reasons situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: concern in local article, reader comment, community proposal → give an opinion with reasons; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l1","Reading & Vocabulary in Context: Professional Problem Solving","backlog","backlog is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""backlog"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show backlog clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: backlog in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l1","Reading & Vocabulary in Context: Professional Problem Solving","response time","response time is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""response time"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show response time clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: response time in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l1","Reading & Vocabulary in Context: Professional Problem Solving","root cause","root cause is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""root cause"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show root cause clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: root cause in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l1","Reading & Vocabulary in Context: Professional Problem Solving","temporary fix","temporary fix is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""temporary fix"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show temporary fix clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: temporary fix in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l1","Reading & Vocabulary in Context: Professional Problem Solving","workflow","workflow is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""workflow"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show workflow clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: workflow in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l1","Reading & Vocabulary in Context: Professional Problem Solving","handover","handover is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""handover"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show handover clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: handover in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l1","Reading & Vocabulary in Context: Professional Problem Solving","constraint","constraint is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""constraint"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show constraint clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: constraint in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l1","Reading & Vocabulary in Context: Professional Problem Solving","priority","priority is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""priority"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show priority clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: priority in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l1","Reading & Vocabulary in Context: Professional Problem Solving","evidence","evidence is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""evidence"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show evidence clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: evidence in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l1","Reading & Vocabulary in Context: Professional Problem Solving","impact","impact is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""impact"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show impact clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: impact in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l1","Reading & Vocabulary in Context: Professional Problem Solving","option","option is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""option"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show option clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: option in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l1","Reading & Vocabulary in Context: Professional Problem Solving","trade-off","trade-off is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""trade-off"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show trade-off clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: trade-off in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l2","Listening, Notes & Spoken Detail: Professional Problem Solving","temporary fix","temporary fix is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""temporary fix"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show temporary fix clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: temporary fix in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l2","Listening, Notes & Spoken Detail: Professional Problem Solving","workflow","workflow is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""workflow"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show workflow clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: workflow in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l2","Listening, Notes & Spoken Detail: Professional Problem Solving","handover","handover is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""handover"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show handover clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: handover in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l2","Listening, Notes & Spoken Detail: Professional Problem Solving","constraint","constraint is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""constraint"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show constraint clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: constraint in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l2","Listening, Notes & Spoken Detail: Professional Problem Solving","priority","priority is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""priority"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show priority clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: priority in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l2","Listening, Notes & Spoken Detail: Professional Problem Solving","evidence","evidence is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""evidence"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show evidence clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: evidence in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l2","Listening, Notes & Spoken Detail: Professional Problem Solving","impact","impact is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""impact"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show impact clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: impact in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l2","Listening, Notes & Spoken Detail: Professional Problem Solving","option","option is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""option"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show option clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: option in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l2","Listening, Notes & Spoken Detail: Professional Problem Solving","trade-off","trade-off is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""trade-off"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show trade-off clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: trade-off in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l2","Listening, Notes & Spoken Detail: Professional Problem Solving","recommendation","recommendation is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""recommendation"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show recommendation clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: recommendation in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l2","Listening, Notes & Spoken Detail: Professional Problem Solving","monitor","monitor is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""monitor"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show monitor clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: monitor in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l2","Listening, Notes & Spoken Detail: Professional Problem Solving","escalate","escalate is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""escalate"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show escalate clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: escalate in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l3","Language System & Accuracy: Professional Problem Solving","constraint","constraint is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""constraint"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show constraint clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: constraint in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
"B2","b2d01","team email thread, incident summary, action plan → recommend a practical solution","b2d01l3","Language System & Accuracy: Professional Problem Solving","priority","priority is a useful term for discussing team email thread, incident summary, action plan → recommend a practical solution with clear detail, evidence, and an appropriate register.","TEMPLATE_CEFR_STYLE","In team email thread, incident summary, action plan → recommend a practical solution, ""priority"" lets me compare options, support a point, or clarify a problem.","TEMPLATE_CEFR_STYLE","Show priority clearly in a team email thread, incident summary, action plan → recommend a practical solution situation, with the object, action, or idea easy to identify without reading extra text.","Original IELPS image brief: priority in team email thread, incident summary, action plan → recommend a practical solution; clean educational composition; no brand marks; culturally neutral details; accessible contrast; no answer text in the image.","","MISSING","REVIEW_REQUIRED",""
